OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1766068,HIGHWAY 103 ETA 280,HIGHWAY 103 ETA 280,,Highway 103 ETA 280,Highway 103 ETA 280,HUBLEY,HUBLEY,17156,17156,38.08108883
1766069,HIGHWAY 102 ETA 41,HIGHWAY 102 ETA 41,,Highway 102 ETA 41,Highway 102 ETA 41,ENFIELD,ENFIELD,17154,17154,38.60100463
1766070,HIGHWAY 102 ETA 18,HIGHWAY 102 ETA 18,,Highway 102 ETA 18,Highway 102 ETA 18,LOWER SACKVILLE,LOWER SACKVILLE,17147,17147,45.05081587
1766071,HIGHWAY 102 ETA 36,HIGHWAY 102 ETA 36,,Highway 102 ETA 36,Highway 102 ETA 36,GOFFS,GOFFS,17153,17153,40.40483216
1766072,HIGHWAY 102 ETA 33,HIGHWAY 102 ETA 33,,Highway 102 ETA 33,Highway 102 ETA 33,GOFFS,GOFFS,17152,17152,46.005202
1766073,PEARSON DR,PEARSON,DR,Pearson Dr,Pearson,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,10773,10773,2021.308058
1766074,BURNHOPE DR,BURNHOPE,DR,Burnhope Dr,Burnhope,MONTAGUE GOLD MINES,MONTAGUE GOLD MINES,7185,7185,715.3231958
1766075,HOMEFIRE CRES,HOMEFIRE,CRES,Homefire Cres,Homefire,HALIFAX,HALIFAX,16729,16729,329.8609048
1766076,BARRACKS DR,BARRACKS,DR,Barracks Dr,Barracks,HALIFAX,HALIFAX,16730,16730,510.2732662
1766077,WATCH DOG RD,WATCH DOG,RD,Watch Dog Rd,Watch Dog,HALIFAX,HALIFAX,16732,16732,341.563592
1766078,HEMP ROPE LANE,HEMP ROPE,LANE,Hemp Rope Lane,Hemp Rope,HALIFAX,HALIFAX,16731,16731,188.9809419
1766079,STAGE COACH LANE,STAGE COACH,LANE,Stage Coach Lane,Stage Coach,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,15222,15222,330.1469847
1766080,HIGHWAY 103 WB EXIT 4 OFF RAMP,HIGHWAY 103 WB EXIT 4 OFF,RAMP,Highway 103 WB Exit 4 Off Ramp,Highway 103 WB Exit 4 Off,TIMBERLEA,TIMBERLEA,15104,15104,845.7660697
1766081,BAYSWATER RD,BAYSWATER,RD,Bayswater Rd,Bayswater,DARTMOUTH,DARTMOUTH,6042,6042,751.4004471
1766082,CHIPPAWA ST,CHIPPAWA,ST,Chippawa St,Chippawa,HAMMONDS PLAINS,HAMMONDS PLAINS,7272,7272,518.4224339
1766083,CHRIS EVAN DR,CHRIS EVAN,DR,Chris Evan Dr,Chris Evan,EAST PRESTON,EAST PRESTON,7273,7273,642.0858923
1766084,CHRISTOPHER LANE,CHRISTOPHER,LANE,Christopher Lane,Christopher,PORTERS LAKE,PORTERS LAKE,7275,7275,336.5824204
1766085,CHURCH CRT,CHURCH,CRT,Church Crt,Church,WHITES LAKE,WHITES LAKE,7276,7276,182.1332036
1766086,CHURCH DR,CHURCH,DR,Church Dr,Church,LAKESIDE,LAKESIDE,7277,7277,202.9178457
1766087,CHURCH LOOP,CHURCH,LOOP,Church Loop,Church,MOSER RIVER,MOSER RIVER,7279,7279,982.5855882
1766088,SAMS LANE,SAMS,LANE,Sams Lane,Sams,HUBLEY,HUBLEY,8612,8612,703.8252955
1766089,SANCTUARY CRT,SANCTUARY,CRT,Sanctuary Crt,Sanctuary,FALL RIVER,FALL RIVER,8613,8613,1356.290878
1766090,SANDRA DR,SANDRA,DR,Sandra Dr,Sandra,LAKE ECHO,LAKE ECHO,8615,8615,597.2003142
1766091,SAWDUST RD,SAWDUST,RD,Sawdust Rd,Sawdust,TIMBERLEA,TIMBERLEA,8630,8630,291.11234
1766092,KELLY RD,KELLY,RD,Kelly Rd,Kelly,WELLINGTON,WELLINGTON,7908,7908,1675.348917
1766093,KENDRA CRES,KENDRA,CRES,Kendra Cres,Kendra,SHAD BAY,SHAD BAY,7912,7912,283.7755632
1766094,MCMULLIN RD,MCMULLIN,RD,Mcmullin Rd,Mcmullin,ANTRIM,ANTRIM,8181,8181,7629.811271
1766095,ANDOVER ST,ANDOVER,ST,Andover St,Andover,DARTMOUTH,DARTMOUTH,6019,6019,1158.131344
1766096,APPIAN WAY,APPIAN,WAY,Appian Way,Appian,DARTMOUTH,DARTMOUTH,6020,6020,2048.453994
1766097,PINE HLLW,PINE,HLLW,Pine Hllw,Pine,DARTMOUTH,DARTMOUTH,6526,6526,103.6496128
1766098,MADELINE PL,MADELINE,PL,Madeline Pl,Madeline,DARTMOUTH,DARTMOUTH,6423,6423,138.0765913
1766099,GLENMORE RD,GLENMORE,RD,Glenmore Rd,Glenmore,GLENMORE,GLENMORE,7624,7624,8742.06068
1766100,ELLIS CRT,ELLIS,CRT,Ellis Crt,Ellis,DARTMOUTH,DARTMOUTH,6213,6213,148.8079518
1766101,ETHEL CRT,ETHEL,CRT,Ethel Crt,Ethel,DARTMOUTH,DARTMOUTH,6227,6227,197.8843596
1766102,EVANS CRT,EVANS,CRT,Evans Crt,Evans,DARTMOUTH,DARTMOUTH,6228,6228,252.7670037
1766103,FADER ST,FADER,ST,Fader St,Fader,DARTMOUTH,DARTMOUTH,6230,6230,713.8138639
1766104,FOREST CRT,FOREST,CRT,Forest Crt,Forest,DARTMOUTH,DARTMOUTH,6245,6245,158.1517772
1766105,BYRON CRES,BYRON,CRES,Byron Cres,Byron,DARTMOUTH,DARTMOUTH,6097,6097,300.0120848
1766106,SUTHERLAND TERR,SUTHERLAND,TERR,Sutherland Terr,Sutherland,DARTMOUTH,DARTMOUTH,6643,6643,220.3556014
1766107,TERREBONNE CRT,TERREBONNE,CRT,Terrebonne Crt,Terrebonne,DARTMOUTH,DARTMOUTH,6650,6650,258.9048951
1766108,TOBERMORY RD,TOBERMORY,RD,Tobermory Rd,Tobermory,DARTMOUTH,DARTMOUTH,6658,6658,468.9237151
1766109,TUMMELL DR,TUMMELL,DR,Tummell Dr,Tummell,DARTMOUTH,DARTMOUTH,6668,6668,267.192992
1766110,VENICE CRT,VENICE,CRT,Venice Crt,Venice,DARTMOUTH,DARTMOUTH,6676,6676,201.0474788
1766111,ST PAULS AVE,ST PAULS,AVE,St Pauls Ave,St Pauls,HERRING COVE,HERRING COVE,8778,8778,862.4172325
1766112,STACEY LANE,STACEY,LANE,Stacey Lane,Stacey,QUEENSLAND,QUEENSLAND,8780,8780,130.5528529
1766113,STAGE RD,STAGE,RD,Stage Rd,Stage,ENFIELD,ENFIELD,8781,8781,1112.687674
1766114,STAN GAMMON LOOP,STAN GAMMON,LOOP,Stan Gammon Loop,Stan Gammon,MOOSEHEAD,MOOSEHEAD,8783,8783,1165.591531
1766115,STANBRAE RD,STANBRAE,RD,Stanbrae Rd,Stanbrae,FERGUSONS COVE,FERGUSONS COVE,8784,8784,550.9514984
1766116,STATION RD,STATION,RD,Station Rd,Station,KINSAC,KINSAC,8787,8787,2232.580106
1766117,STATION RD,STATION,RD,Station Rd,Station,HUBBARDS,HUBBARDS,8788,8788,673.2920988
1766118,STAYNER DR,STAYNER,DR,Stayner Dr,Stayner,WAVERLEY,WAVERLEY,8789,8789,626.9237555
1766119,EAST PENNANT RD,EAST PENNANT,RD,East Pennant Rd,East Pennant,EAST PENNANT,EAST PENNANT,7465,7465,2175.260457
1766120,HIGHWAY 103 EB EXIT 4 OFF RAMP,HIGHWAY 103 EB EXIT 4 OFF,RAMP,Highway 103 EB Exit 4 Off Ramp,Highway 103 EB Exit 4 Off,TIMBERLEA,TIMBERLEA,15106,15106,616.4344105
1766121,HIGHWAY 103 WB EXIT 4 ON RAMP,HIGHWAY 103 WB EXIT 4 ON,RAMP,Highway 103 WB Exit 4 On Ramp,Highway 103 WB Exit 4 On,TIMBERLEA,TIMBERLEA,15107,15107,938.6456302
1766122,HIGHWAY 103 WB EXIT 5 OFF RAMP,HIGHWAY 103 WB EXIT 5 OFF,RAMP,Highway 103 WB Exit 5 Off Ramp,Highway 103 WB Exit 5 Off,UPPER TANTALLON,UPPER TANTALLON,15108,15108,699.4785318
1766123,HIGHWAY 103 EB EXIT 5 ON RAMP,HIGHWAY 103 EB EXIT 5 ON,RAMP,Highway 103 EB Exit 5 On Ramp,Highway 103 EB Exit 5 On,UPPER TANTALLON,UPPER TANTALLON,15109,15109,887.4684459
1766124,CLYSDALE DR,CLYSDALE,DR,Clysdale Dr,Clysdale,DARTMOUTH,DARTMOUTH,6146,6146,503.158588
1766125,SPRUCEWOOD CRT,SPRUCEWOOD,CRT,Sprucewood Crt,Sprucewood,DARTMOUTH,DARTMOUTH,6624,6624,237.2243821
1766126,EMMA CRT,EMMA,CRT,Emma Crt,Emma,DARTMOUTH,DARTMOUTH,15530,15530,289.2602624
1766127,PRINCETON LANE,PRINCETON,LANE,Princeton Lane,Princeton,DARTMOUTH,DARTMOUTH,15541,15541,411.728534
1766128,SHARI ANN CRT,SHARI ANN,CRT,Shari Ann Crt,Shari Ann,DARTMOUTH,DARTMOUTH,6603,6603,166.3126072
1766129,WEST PETPESWICK RD,WEST PETPESWICK,RD,West Petpeswick Rd,West Petpeswick,WEST PETPESWICK,WEST PETPESWICK,5549,5549,8736.391361
1766130,OSTREA LAKE RD,OSTREA LAKE,RD,Ostrea Lake Rd,Ostrea Lake,OSTREA LAKE,OSTREA LAKE,8387,8387,16267.57919
1766131,HIGHWAY 103 ETA 292,HIGHWAY 103 ETA 292,,Highway 103 ETA 292,Highway 103 ETA 292,BEECHVILLE,BEECHVILLE,17160,17160,42.97918484
1766132,HIGHWAY 103 ETA 289,HIGHWAY 103 ETA 289,,Highway 103 ETA 289,Highway 103 ETA 289,LAKESIDE,LAKESIDE,17159,17159,39.64556273
1766133,FIRE RD,FIRE,RD,Fire Rd,Fire,HERRING COVE,HERRING COVE,16757,16757,624.2389426
1766134,ANDERSON RD,ANDERSON,RD,Anderson Rd,Anderson,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,6945,6945,3018.875191
1766135,HIGHWAY 102 NB EXIT 4A HIGHWAY 101 EB RAMP,HIGHWAY 102 NB EXIT 4A HIGHWAY 101 EB,RAMP,,,BEDFORD,BEDFORD,15195,15195,667.8560508
1766136,HIGHWAY 102 SB EXIT 4A HIGHWAY 101 EB RAMP,HIGHWAY 102 SB EXIT 4A HIGHWAY 101 EB,RAMP,,,LOWER SACKVILLE,LOWER SACKVILLE,15196,15196,513.3725064
1766137,HIGHWAY 101 EB EXIT 1G HIGHWAY 102 SB RAMP,HIGHWAY 101 EB EXIT 1G HIGHWAY 102 SB,RAMP,,,LOWER SACKVILLE,LOWER SACKVILLE,15197,15197,738.5215592
1766138,HIGHWAY 102 NB EXIT 4B HIGHWAY 101 WB RAMP,HIGHWAY 102 NB EXIT 4B HIGHWAY 101 WB,RAMP,,,LOWER SACKVILLE,LOWER SACKVILLE,16782,16782,65.6203332
1766139,RIVERSIDE AVE,RIVERSIDE,AVE,Riverside Ave,Riverside,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,8548,8548,772.4055392
1766140,HIGHWAY 103 ETA 282,HIGHWAY 103 ETA 282,,Highway 103 ETA 282,Highway 103 ETA 282,TIMBERLEA,TIMBERLEA,17157,17157,43.03977273
1766141,HIGHWAY 103 ETA 288,HIGHWAY 103 ETA 288,,Highway 103 ETA 288,Highway 103 ETA 288,TIMBERLEA,TIMBERLEA,17158,17158,56.76245438
1766142,HIGHWAY 103 ETA 276,HIGHWAY 103 ETA 276,,Highway 103 ETA 276,Highway 103 ETA 276,LEWIS LAKE,LEWIS LAKE,17155,17155,41.72557056
1766143,FLOOD LANE,FLOOD,LANE,Flood Lane,Flood,HERRING COVE,HERRING COVE,16758,16758,290.2707387
1766144,SMOKE RD,SMOKE,RD,Smoke Rd,Smoke,HERRING COVE,HERRING COVE,16759,16759,887.7022922
1766145,FOGGY HILL,FOGGY,HILL,Foggy Hill,Foggy,HERRING COVE,HERRING COVE,16760,16760,480.5514784
1766146,READY RD,READY,RD,Ready Rd,Ready,HERRING COVE,HERRING COVE,16761,16761,111.454198
1766147,GAS LANE,GAS,LANE,Gas Lane,Gas,HERRING COVE,HERRING COVE,16762,16762,179.6472459
1766148,HIGHWAY 7,HIGHWAY 7, ,Highway 7,Highway 7,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,10471,10471,7169.050796
1766149,HIGHWAY 102 SB EXIT 3 ON RAMP,HIGHWAY 102 SB EXIT 3 ON,RAMP,Highway 102 SB Exit 3 On Ramp,Highway 102 SB Exit 3 On,BEDFORD,BEDFORD,15200,15200,1079.500427
1766150,HIGHWAY 102 SB EXIT 3 OFF RAMP,HIGHWAY 102 SB EXIT 3 OFF,RAMP,Highway 102 SB Exit 3 Off Ramp,Highway 102 SB Exit 3 Off,BEDFORD,BEDFORD,15201,15201,1159.459993
1766151,HIGHWAY 101 WB EXIT 2 ON RAMP,HIGHWAY 101 WB EXIT 2 ON,RAMP,Highway 101 WB Exit 2 On Ramp,Highway 101 WB Exit 2 On,LOWER SACKVILLE,LOWER SACKVILLE,15202,15202,742.7436181
1766152,HIGHWAY 101 WB EXIT 2 OFF RAMP,HIGHWAY 101 WB EXIT 2 OFF,RAMP,Highway 101 WB Exit 2 Off Ramp,Highway 101 WB Exit 2 Off,LOWER SACKVILLE,LOWER SACKVILLE,15203,15203,736.8192554
1766153,WINDSURF LANE,WINDSURF,LANE,Windsurf Lane,Windsurf,LOWER EAST CHEZZETCOOK,LOWER EAST CHEZZETCOOK,16326,16326,200.945099
1766154,ROSEWOOD CRT,ROSEWOOD,CRT,Rosewood Crt,Rosewood,DARTMOUTH,DARTMOUTH,10835,10835,266.5178916
1766155,OCONO CRT,OCONO,CRT,Ocono Crt,Ocono,DARTMOUTH,DARTMOUTH,6497,6497,78.86113164
1766156,MURIEL AVE,MURIEL,AVE,Muriel Ave,Muriel,DARTMOUTH,DARTMOUTH,6472,6472,528.7158242
1766157,SEROTINA LANE,SEROTINA,LANE,Serotina Lane,Serotina,BEDFORD,BEDFORD,66806,66806,249.9727003
1766158,DONVIEW DR,DONVIEW,DR,Donview Dr,Donview,DARTMOUTH,DARTMOUTH,6188,6188,411.2757312
1766159,MEADOWVALE LANE,MEADOWVALE,LANE,Meadowvale Lane,Meadowvale,OAKFIELD,OAKFIELD,8190,8190,304.78858
1766160,MEGAN CRES,MEGAN,CRES,Megan Cres,Megan,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8191,8191,642.7436127
1766161,SOUTHWEST COVE RD,SOUTHWEST COVE,RD,Southwest Cove Rd,Southwest Cove,SOUTHWEST COVE,SOUTHWEST COVE,8751,8751,1796.442072
1766162,SPINNAKER DR,SPINNAKER,DR,Spinnaker Dr,Spinnaker,GLEN HAVEN,GLEN HAVEN,8757,8757,177.6565234
1766163,KINGS RD,KINGS,RD,Kings Rd,Kings,WELLINGTON,WELLINGTON,7931,7931,7702.678893
1766164,KINGSMERE CRT,KINGSMERE,CRT,Kingsmere Crt,Kingsmere,TIMBERLEA,TIMBERLEA,7933,7933,276.4944549
1766165,ORKNEY DR,ORKNEY,DR,Orkney Dr,Orkney,DARTMOUTH,DARTMOUTH,6502,6502,392.7100353
1766166,GOLD MINE RD,GOLD MINE,RD,Gold Mine Rd,Gold Mine,TANGIER,TANGIER,15826,15826,336.3507627
1766167,KENNETH DR,KENNETH,DR,Kenneth Dr,Kenneth,BEAVER BANK,BEAVER BANK,15429,15429,362.4552616
1766168,WOODY DR,WOODY,DR,Woody Dr,Woody,CHASWOOD,CHASWOOD,15829,15829,423.7657528
1766169,COUSINS LANE,COUSINS,LANE,Cousins Lane,Cousins,BOUTILIERS POINT,BOUTILIERS POINT,15836,15836,137.11066
1766170,YANCH RD,YANCH,RD,Yanch Rd,Yanch,BAYSIDE,BAYSIDE,15711,15711,191.8452015
1766171,AQUATIC DR,AQUATIC,DR,Aquatic Dr,Aquatic,SAMBRO,SAMBRO,16095,16095,220.6145029
1766172,DOHERTY DR,DOHERTY,DR,Doherty Dr,Doherty,LAWRENCETOWN,LAWRENCETOWN,7424,7424,2420.584776
1766173,SHORE LOOP,SHORE,LOOP,Shore Loop,Shore,PLEASANT HARBOUR,PLEASANT HARBOUR,16266,16266,149.0603947
1766174,PLEASURE ISLAND WA,PLEASURE ISLAND,WA,Pleasure Island Wa,Pleasure Island,WAVERLEY,WAVERLEY,16025,16025,639.1847226
1766175,OLD COBEQUID RD,OLD COBEQUID,RD,Old Cobequid Rd,Old Cobequid,WAVERLEY,WAVERLEY,10738,10738,421.8171143
1766176,GLACIER RG,GLACIER,RG,Glacier Rg,Glacier,PORTERS LAKE,PORTERS LAKE,16336,16336,608.9249575
1766177,NAUTICAL WAY,NAUTICAL,WAY,Nautical Way,Nautical,TANTALLON,TANTALLON,15766,15766,925.8568566
1766178,PLAZA DR,PLAZA,DR,Plaza Dr,Plaza,DARTMOUTH,DARTMOUTH,6532,6532,310.3057724
1766179,BEL AYR AVE,BEL AYR,AVE,Bel Ayr Ave,Bel Ayr,DARTMOUTH,DARTMOUTH,6047,6047,667.7352005
1766180,BELL ST,BELL,ST,Bell St,Bell,DARTMOUTH,DARTMOUTH,6049,6049,105.3501094
1766181,PUFFIN DR,PUFFIN,DR,Puffin Dr,Puffin,PORTERS LAKE,PORTERS LAKE,16345,16345,423.3232219
1766182,BROADWAY ST,BROADWAY,ST,Broadway St,Broadway,LAKESIDE,LAKESIDE,7166,7166,528.8674465
1766183,TAILEND RD,TAILEND,RD,Tailend Rd,Tailend,GLEN HAVEN,GLEN HAVEN,15837,15837,271.2317518
1766184,EAST PETPESWICK RD,EAST PETPESWICK,RD,East Petpeswick Rd,East Petpeswick,EAST PETPESWICK,EAST PETPESWICK,7466,7466,16128.47561
1766185,ELDERBANK BACK RD,ELDERBANK BACK,RD,Elderbank Back Rd,Elderbank Back,ELDERBANK,ELDERBANK,7485,7485,6010.908018
1766186,CIDER MAPLE DR,CIDER MAPLE,DR,Cider Maple Dr,Cider Maple,TIMBERLEA,TIMBERLEA,7285,7285,342.3293696
1766187,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,SHIP HARBOUR,SHIP HARBOUR,7290,7290,4747.701536
1766188,BEACH RD,BEACH,RD,Beach Rd,Beach,CLAM HARBOUR,CLAM HARBOUR,7291,7291,2161.536831
1766189,CLARE CRT,CLARE,CRT,Clare Crt,Clare,TIMBERLEA,TIMBERLEA,7293,7293,144.8352673
1766190,CLARENCE AVE,CLARENCE,AVE,Clarence Ave,Clarence,EASTERN PASSAGE,EASTERN PASSAGE,7294,7294,621.1529681
1766191,CLEARWATER DR,CLEARWATER,DR,Clearwater Dr,Clearwater,TIMBERLEA,TIMBERLEA,7295,7295,534.8185655
1766192,COLLINS GROVE CRT,COLLINS GROVE,CRT,Collins Grove Crt,Collins Grove,DARTMOUTH,DARTMOUTH,6150,6150,122.0644533
1766193,PIPER ST,PIPER,ST,Piper St,Piper,DARTMOUTH,DARTMOUTH,6531,6531,291.4064022
1766194,MEDWAY CRT,MEDWAY,CRT,Medway Crt,Medway,DARTMOUTH,DARTMOUTH,6446,6446,252.3620124
1766195,COLLINS GROVE RG,COLLINS GROVE,RG,Collins Grove Rg,Collins Grove,DARTMOUTH,DARTMOUTH,6149,6149,81.34807744
1766196,BARREN RD,BARREN,RD,Barren Rd,Barren,HIGGINSVILLE,HIGGINSVILLE,7033,7033,1600.558036
1766197,BARRETT RD,BARRETT,RD,Barrett Rd,Barrett,BEAVER BANK,BEAVER BANK,7034,7034,772.8311291
1766198,BARRY CRES,BARRY,CRES,Barry Cres,Barry,HERRING COVE,HERRING COVE,7035,7035,453.6585783
1766199,BASIN VISTA DR,BASIN VISTA,DR,Basin Vista Dr,Basin Vista,WILLIAMSWOOD,WILLIAMSWOOD,7039,7039,450.7215338
1766200,BASINVIEW RD,BASINVIEW,RD,Basinview Rd,Basinview,SAMBRO,SAMBRO,7040,7040,421.3564338
1766201,BAY CRT,BAY,CRT,Bay Crt,Bay,TIMBERLEA,TIMBERLEA,7042,7042,197.4573941
1766202,BAY RD,BAY,RD,Bay Rd,Bay,HARRIGAN COVE,HARRIGAN COVE,7043,7043,335.7495202
1766203,ROOKERY WAY,ROOKERY,WAY,Rookery Way,Rookery,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,7045,7045,999.1068938
1766204,BAYSHORE DR,BAYSHORE,DR,Bayshore Dr,Bayshore,PROSPECT BAY,PROSPECT BAY,7048,7048,325.6442337
1766205,BAYSIDE DR,BAYSIDE,DR,Bayside Dr,Bayside,BAYSIDE,BAYSIDE,7049,7049,807.6983541
1766206,BAYVIEW DR,BAYVIEW,DR,Bayview Dr,Bayview,HACKETTS COVE,HACKETTS COVE,7050,7050,1088.909411
1766207,BAYVIEW DR,BAYVIEW,DR,Bayview Dr,Bayview,WHITES LAKE,WHITES LAKE,7051,7051,1449.295174
1766208,COLGROVE AVE,COLGROVE,AVE,Colgrove Ave,Colgrove,UPPER SACKVILLE,UPPER SACKVILLE,7313,7313,1584.275265
1766209,COLLINS DR,COLLINS,DR,Collins Dr,Collins,WELLINGTON,WELLINGTON,7315,7315,298.8958882
1766210,SPRINGREEN DR,SPRINGREEN,DR,Springreen Dr,Springreen,ENFIELD,ENFIELD,8763,8763,1701.804251
1766211,SPRUCE GROVE CRT,SPRUCE GROVE,CRT,Spruce Grove Crt,Spruce Grove,BEAVER BANK,BEAVER BANK,8768,8768,223.7425449
1766212,SPRUCEVALE DR,SPRUCEVALE,DR,Sprucevale Dr,Sprucevale,TIMBERLEA,TIMBERLEA,8770,8770,432.5063856
1766213,SPRUCEVIEW DR,SPRUCEVIEW,DR,Spruceview Dr,Spruceview,WHITES LAKE,WHITES LAKE,8771,8771,312.18884
1766214,SPRUCEWOOD AVE,SPRUCEWOOD,AVE,Sprucewood Ave,Sprucewood,TIMBERLEA,TIMBERLEA,8772,8772,463.9077806
1766215,ST GEORGE BLVD,ST GEORGE,BLVD,St George Blvd,St George,HAMMONDS PLAINS,HAMMONDS PLAINS,8776,8776,6538.281133
1766216,EAGLE POINT DR,EAGLE POINT,DR,Eagle Point Dr,Eagle Point,WINDSOR JUNCTION,WINDSOR JUNCTION,7458,7458,407.5713678
1766217,JAMES ST,JAMES,ST,James St,James,TIMBERLEA,TIMBERLEA,7836,7836,1475.090991
1766218,EARLS RD,EARLS,RD,Earls Rd,Earls,BEAVER BANK,BEAVER BANK,7460,7460,288.1836881
1766219,BULL POINT RD,BULL POINT,RD,Bull Point Rd,Bull Point,SAMBRO,SAMBRO,7462,7462,639.4765591
1766220,ECHO CRT,ECHO,CRT,Echo Crt,Echo,LAKE ECHO,LAKE ECHO,7471,7471,235.7944022
1766221,ECHO FOREST DR,ECHO FOREST,DR,Echo Forest Dr,Echo Forest,LAKE ECHO,LAKE ECHO,7473,7473,975.605057
1766222,HUMMINGBIRD DR,HUMMINGBIRD,DR,Hummingbird Dr,Hummingbird,LAKE ECHO,LAKE ECHO,7474,7474,621.5852787
1766223,CHESHIRE LANE,CHESHIRE,LANE,Cheshire Lane,Cheshire,STILLWATER LAKE,STILLWATER LAKE,7269,7269,506.0309388
1766224,CHESTNUT DR,CHESTNUT,DR,Chestnut Dr,Chestnut,SMITHS SETTLEMENT,SMITHS SETTLEMENT,7270,7270,400.2877429
1766225,HATTIE LANE,HATTIE,LANE,Hattie Lane,Hattie,HERRING COVE,HERRING COVE,7718,7718,131.053764
1766226,SANFORD RD,SANFORD,RD,Sanford Rd,Sanford,LAKE EGMONT,LAKE EGMONT,8183,8183,1159.886663
1766227,MEADOW DR,MEADOW,DR,Meadow Dr,Meadow,BEAVER BANK,BEAVER BANK,8186,8186,506.1914889
1766228,MEADOWBROOK DR,MEADOWBROOK,DR,Meadowbrook Dr,Meadowbrook,BEAVER BANK,BEAVER BANK,8188,8188,1842.794718
1766229,PAUL DAVID CRT,PAUL DAVID,CRT,Paul David Crt,Paul David,DARTMOUTH,DARTMOUTH,6516,6516,369.2938475
1766230,STARGAZER DR,STARGAZER,DR,Stargazer Dr,Stargazer,PORTERS LAKE,PORTERS LAKE,17174,17174,1373.486085
1766231,EAST JEDDORE RD,EAST JEDDORE,RD,East Jeddore Rd,East Jeddore,EAST JEDDORE,EAST JEDDORE,7464,7464,9034.521407
1766232,VERBENA CRT,VERBENA,CRT,Verbena Pl,Verbena,PORTERS LAKE,PORTERS LAKE,17175,17175,111.6999096
1766233,HIGGINS LAKE RD,HIGGINS LAKE,RD,Higgins Lake Rd,Higgins Lake,ELDERBANK,ELDERBANK,7746,7746,5938.150036
1766234,HIGGINSVILLE RD,HIGGINSVILLE,RD,Higginsville Rd,Higginsville,BROOKVALE,BROOKVALE,7747,7747,7837.024735
1766235,ROTHWELL ST,ROTHWELL,ST,Rothwell St,Rothwell,UPPER SACKVILLE,UPPER SACKVILLE,8583,8583,985.0532304
1766236,ROUND TUIT RD,ROUND TUIT,RD,Round Tuit Rd,Round Tuit,WHITES LAKE,WHITES LAKE,8584,8584,251.6571128
1766237,ROUPEN CRT,ROUPEN,CRT,Roupen Crt,Roupen,HAMMONDS PLAINS,HAMMONDS PLAINS,8585,8585,409.1023992
1766238,SANDSTONE AVE,SANDSTONE,AVE,Sandstone Ave,Sandstone,FALL RIVER,FALL RIVER,8617,8617,803.9212536
1766239,SANDSTONE DR,SANDSTONE,DR,Sandstone Dr,Sandstone,HATCHET LAKE,HATCHET LAKE,8618,8618,755.4138115
1766240,SANDY LANE,SANDY,LANE,Sandy Lane,Sandy,PORTERS LAKE,PORTERS LAKE,8619,8619,1788.515446
1766241,SANDY COVE RD,SANDY COVE,RD,Sandy Cove Rd,Sandy Cove,KETCH HARBOUR,KETCH HARBOUR,8620,8620,2018.00582
1766242,PROSPECT WHARF RD,PROSPECT WHARF,RD,Prospect Wharf Rd,Prospect Wharf,PROSPECT,PROSPECT,7637,7637,97.38317251
1766243,GRACE AVE,GRACE,AVE,Grace Ave,Grace,KETCH HARBOUR,KETCH HARBOUR,7641,7641,130.8182927
1766244,GRAHAM SETTLEMENT RD,GRAHAM SETTLEMENT,RD,Graham Settlement Rd,Graham Settlement,LOWER THREE FATHOM HARBOUR,LOWER THREE FATHOM HARBOUR,7643,7643,1886.956505
1766245,GRAND LAKE DR,GRAND LAKE,DR,Grand Lake Dr,Grand Lake,WELLINGTON,WELLINGTON,7645,7645,1126.433781
1766246,MCCABE LAKE DR,MCCABE LAKE,DR,McCabe Lake Dr,McCabe Lake,MIDDLE SACKVILLE,MIDDLE SACKVILLE,66690,66690,6597.252441
1766247,MEGAN DR,MEGAN,DR,Megan Dr,Megan,LAWRENCETOWN,LAWRENCETOWN,8192,8192,716.8521702
1766248,MEGHAN CRT,MEGHAN,CRT,Meghan Crt,Meghan,WINDSOR JUNCTION,WINDSOR JUNCTION,8193,8193,209.9996128
1766249,MEISNERS POINT RD,MEISNERS POINT,RD,Meisners Point Rd,Meisners Point,INGRAMPORT,INGRAMPORT,8194,8194,1010.181682
1766250,MELINDA AVE,MELINDA,AVE,Melinda Ave,Melinda,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8196,8196,175.6317998
1766251,STONE WALL RD,STONE WALL,RD,Stone Wall Rd,Stone Wall,HERRING COVE,HERRING COVE,8799,8799,246.4844573
1766252,STONEY CREEK DR,STONEY CREEK,DR,Stoney Creek Dr,Stoney Creek,MINEVILLE,MINEVILLE,8802,8802,989.1785563
1766253,STONEYRIDGE LANE,STONEYRIDGE,LANE,Stoneyridge Lane,Stoneyridge,WAVERLEY,WAVERLEY,8803,8803,424.63176
